"taxonName","taxon_author","subtaxon_author","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","hybrid","subspecies","variety","introduction_status","provincial_conservation_status","national_conservation_status","occurrence_status","observation","last_record_date","last_record_observer","last_record_soruce","last_record_ID","gbif_ID","first_record_date","first_record_observer","linkTaxonID","notes","ID","stats_code","linkName","graminoid_status","infrataxon_status","provincial_concern","national_concern","provenance_status","solow_BF","solow_EP","solow_PP"
"Salix prolixa","Andersson","","Mackenzie willow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","","","","","","native","S5","","reported","unobserved","1978-01-01","Christopher Clement","RBCM","V147384",1949596449,"","","","incorrectly identified and accessioned as Salix amygdaloides",78952,"VAS","Salix prolixa","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Salix scouleriana","Barratt ex Hook.","","Scouler's willow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","","","","","","native","S5","","confirmed","observed","1980-04-12","Harvey Janszen","ER 128 Inventory","",NA,"2015-02-12","Lauren Magner & Andrew Simon","iNat:2565085","",71076,"VAS","Salix scouleriana","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Salix sitchensis","Sanson ex Bong.","","Sitka willow","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Malpighiales","",NA,"Salicaceae","","","","","","native","S5","","confirmed","observed","1980-04-12","Harvey Janszen","ER 128 Inventory","",NA,"2016-06-05","Andrew Simon","iNat:3414591","""The SGI have a very distinctive morphotype ofS. scouleriana that has a unique haplotype, small leaves and is very drought tolerant"" (QC).",61100,"VAS","Salix sitchensis","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Sambucus cerulea","Raf.","","blue elder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Viburnaceae","","","","","","native","S5 (2019)","","new 2022","observed","","","","",NA,"2022-08-08","Adam Huggins","iNat:130079604","",143799,"VAS","Sambucus cerulea","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Sambucus racemosa var. arborescens","L.","(Torr. & Gray) Gray","coastal red elderberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Dipsacales","",NA,"Viburnaceae","","","","","arborescens","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-04-04","Andrew Simon","iNat:2567739","",543175,"VAS","Sambucus racemosa var. arborescens","non-graminoid","infrataxon","secure","unknown","voucher",Inf,0,1
"Sanguisorba minor","Scop.","","blue elderberry??","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Rosaceae","Rosoideae","Agrimonieae","","","","exotic","unlisted","","reported","unobserved","2003-05-01","Frank Lomer","UBC","V231297",NA,"","","","south of Montague Harbour, 524 Clanton Road; Roadside shoulder near creek, with Plantago lanceolata. Introduced weed; reported as Sanguisorba minor ssp. muricata",55736,"VAS","Sanguisorba minor","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",125.005,0.008,0.992
"Sanicula bipinnatifida","Douglas","","purple sanicle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Saniculoideae","Saniculeae","","","","native","S2 (2019)","1-T (2003)","reported","unobserved","1993-04-26","Hans Roemer","BC Ecosystem Explorer","",NA,"","","","",56840,"VAS","Sanicula bipinnatifida","non-graminoid","non-infrataxon","concern","concern","unknown",NA,NA,NA
"Sanicula crassicaulis var. crassicaulis","Poepp. ex DC.","","Pacific sanicle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Saniculoideae","Saniculeae","","","crassicaulis","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2015-02-22","Andrew Simon","iNat:2566218","",68470,"VAS","Sanicula crassicaulis var. crassicaulis","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Sanicula crassicaulis var. tripartita","Poepp. ex DC.","(Suksd.) H. Wolff","three-parted Pacific sanicle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Saniculoideae","Saniculeae","","","tripartita","native","S4","","new 2016","observed","","","","",NA,"2016-05-06","Andrew Simon","iNat:3116731","",68471,"VAS","Sanicula crassicaulis var. tripartita","non-graminoid","infrataxon","secure","unknown","unknown",NA,NA,NA
"Sanicula graveolens","Poepp. ex DC.","","Sierra sanicle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Saniculoideae","Saniculeae","","","","native","S4S5","","reported","unobserved","1905-07-08","Matt Fairbarns","Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report)","",NA,"","","","Hmmm… Perhaps cold-ish mountaintops (on top of Bodega Ridge)? Reported for Mount Sutil",78979,"VAS","Sanicula graveolens","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Saxifraga cespitosa","L.","","tufted saxifrage","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Saxifragaceae","","Saxifrageae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2023-05-24","Myung Jin (John) Kang","iNat:163644877","Coastal rocks, but also shady rock fissures in mountains",78985,"VAS","Saxifraga cespitosa","non-graminoid","non-infrataxon","secure","unknown","voucher",29.29,0.033,0.967
"Sceptridium multifidum","(S.G.Gmel.) Tagawa","","leathery grape fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Ophioglossidae",NA,"Ophioglossales","",NA,"Ophioglossaceae","Botrychioideae","","","","","native","S5","","reported","unobserved","1979-06-08","Harvey Janszen","RBCM","V097818",1949547079,"","","","",78990,"VAS","Sceptridium multifidum","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Schoenoplectus acutus","(Muhl. ex Bigelow) Á. Löve & D. Löve","","hard-stemmed bulrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Cyperaceae","Cyperoideae","Fuireneae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-08-14","Adam Huggins","iNat:3889083","Schoenoplectus tabernaemontani misapplied by H. Roemer (2000)",59205,"VAS","Schoenoplectus acutus","graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Scilla luciliae","(Boiss.) Speta","","Lucile's glory-of-the-snow","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Asparagaceae","Scilloideae","Hyacintheae","","","","exotic","unlisted","","new 2016","observed","","","","",NA,"2016-03-04","Alison, Laura and Malcolm Colwell","iNat:2751042","flowers big (3.5 cm) => S. luciliae; if smaller S. forbesii.",244100,"VAS","Scilla luciliae","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Scirpus cyperinus","(L.) Kunth","","woolgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Cyperaceae","Cyperoideae","Scirpeae","","","","native","SU","","new 2018","observed","","","","",NA,"2018-07-20","Andrew Simon","iNat:14596576","",79002,"VAS","Scirpus cyperinus","graminoid","non-infrataxon","unknown","unknown","no_voucher",126,0.008,0.992
"Scirpus microcarpus","J. Presl & C. Presl","","small-flowered bulrush","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Cyperaceae","Cyperoideae","Scirpeae","","","","native","S5","","confirmed","observed","2000-06-12","Hans Roemer","ER 128 Inventory","",NA,"2015-05-28","Lauren Magner & Andrew Simon","iNat:2625800","",59068,"VAS","Scirpus microcarpus","graminoid","non-infrataxon","secure","unknown","no_voucher",Inf,0,1
"Scorzoneroides autumnalis","(L.) Moench","","autumn hawkbit","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Cichorioideae","Cichorieae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-10-13","Andrew Simon","iNat:17481478","",204167,"VAS","Scorzoneroides autumnalis","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",121.565,0.008,0.992
"Secale cereale","L.","","rye","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Pooideae","Triticeae","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",79021,"VAS","Secale cereale","graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Sedum acre","L.","","goldmoss stonecrop","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Crassulaceae","Sempervivoideae","Sedeae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-07-01","Andrew Simon","iNat:13974437","",55734,"VAS","Sedum acre","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Sedum album","L.","","white stonecrop","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Crassulaceae","Sempervivoideae","Sedeae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-11-14","Andrew Simon","iNat:4571925","",79025,"VAS","Sedum album","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Sedum lanceolatum var. nesioticum","Torr.","(G.N. Jones) R.T. Clausen","lanceleaf stonecrop","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Crassulaceae","Sempervivoideae","Sedeae","","","nesioticum","native","S3S4","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2017-03-25","Andrew Simon","iNat:5473488","",238479,"VAS","Sedum lanceolatum var. nesioticum","non-graminoid","infrataxon","concern","unknown","no_voucher",126,0.008,0.992
"Sedum spathulifolium","Hook.","","broad-leaved stonecrop","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Crassulaceae","Sempervivoideae","Sedeae","","","","native","S5","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2012-04-13","Brian Starzomski","iNat:22396983","",58886,"VAS","Sedum spathulifolium","non-graminoid","non-infrataxon","secure","unknown","no_voucher",126,0.008,0.992
"Selaginella wallacei","Hieron.","","Wallace's selaginella","Plantae","Tracheophyta","",NA,"Lycopodiopsida","",NA,"Selaginellales","",NA,"Selaginellaceae","","","","","","native","S5","","confirmed","observed","1986-08-17","William J. Crins","UBC","V191361",NA,"2015-03-04","Andrew Simon","iNat:2566424","",63875,"VAS","Selaginella wallacei","non-graminoid","non-infrataxon","secure","unknown","voucher",Inf,0,1
"Sempervivum tectorum","L.","","houseleek","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Saxifragales","",NA,"Crassulaceae","Sempervivoideae","Semperviveae","","","","exotic","unlisted","","new 2021","observed","","","","",NA,"2021-10-22","Alejandro Huereca Delgado","iNat:101067816","",51779,"VAS","Sempervivum tectorum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Senecio sylvaticus","L.","","wood groundsel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Senecioneae","","","","exotic","unlisted","","confirmed","observed","1986-08-16","William J. Crins","UBC","V190909",NA,"2015-05-28","Lauren Magner & Andrew Simon","iNat:2631686","",53210,"VAS","Senecio sylvaticus","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Senecio vulgaris","L.","","common groundsel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Asterales","",NA,"Asteraceae","Asteroideae","Senecioneae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2016-05-10","Andrew Simon","iNat:3317322","",53211,"VAS","Senecio vulgaris","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Setaria viridis","(L.) P.Beauv.","","green bristlegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Poales","",NA,"Poaceae","Panicoideae","Paniceae","","","","exotic","unlisted","","new 2019","observed","","","","",NA,"2019-08-11","Andrew Simon","iNat:30789994","",79070,"VAS","Setaria viridis","graminoid","non-infrataxon","unknown","unknown","no_voucher",125.005,0.008,0.992
"Shepherdia canadensis","(L.) Nutt.","","soopolallie","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Rosales","",NA,"Elaeagnaceae","","","","","","native","S5","","confirmed","observed","1989-04-06","Gerald B. Straley","UBC","V197705",NA,"2010-08-14","T. Abe Lloyd","iNat:37239711","",79072,"VAS","Shepherdia canadensis","non-graminoid","non-infrataxon","secure","unknown","no_voucher",31.247,0.031,0.969
"Sherardia arvensis","L.","","field madder","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Gentianales","",NA,"Rubiaceae","Rubioideae","Rubieae","","","","exotic","unlisted","","confirmed","observed","1987-05-02","Gerald B. Straley","UBC","V191772",NA,"2017-06-23","Lauren Magner & Andrew Simon","iNat:7549644","",47691,"VAS","Sherardia arvensis","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Silene antirrhina","L.","","sleepy catchfly","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Caryophylloideae","Sileneae","","","","native","S5","","confirmed","observed","2022-06-13","Frank Lomer","UBC","13036",NA,"2015-06-05","Lauren Magner & Andrew Simon","iNat:2563565","",58780,"VAS","Silene antirrhina","non-graminoid","non-infrataxon","secure","unknown","unknown",NA,NA,NA
"Silene coronaria","(Desr.) Clairv. ex Rchb.","","rose campion","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Caryophylloideae","Sileneae","","","","exotic","unlisted","","confirmed","observed","1986-08-03","Gerald B. Straley","UBC","V190607",NA,"2003-11-03","Larry Halverson","iNat:192850866","Reported as Lychnis coronaria",485191,"VAS","Silene coronaria","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Silene gallica","L.","","small-flowered catchfly","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Caryophylloideae","Sileneae","","","","exotic","unlisted","","new 2022","unobserved","2022-06-10","Frank Lomer","UBC","12997",NA,"","","","",53212,"VAS","Silene gallica","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Silene latifolia","(Mill.) E.H.L. Krause","","white cockle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Caryophylloideae","Sileneae","","","","exotic","unlisted","","reported","unobserved","1975-06-28","Angela Wood","RBCM","V097138",1949546413,"","","","",79109,"VAS","Silene latifolia","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",41.831,0.023,0.977
"Silene vulgaris","(Moench) Garcke","","bladder campion","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Caryophyllales","",NA,"Caryophyllaceae","Caryophylloideae","Sileneae","","","","exotic","unlisted","","reported","unobserved","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"","","","",55721,"VAS","Silene vulgaris","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",61.511,0.016,0.984
"Sisymbrium altissimum","L.","","tall tumble-mustard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Sisymbrieae","","","","exotic","unlisted","","reported","unobserved","1982-08-14","Harvey Janszen","RBCM","V120266",1949569193,"","","","waste ground and garden",56996,"VAS","Sisymbrium altissimum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Sisymbrium officinale","(L.) Scop.","","hedge mustard","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Brassicales","",NA,"Brassicaceae","Brassicoideae","Sisymbrieae","","","","exotic","unlisted","","confirmed","observed","1975-05-14","Angela Wood","RBCM","V097720",1949546742,"2016-05-05","Andrew Simon","iNat:3113986","waste ground, gravel pit; L-66",53266,"VAS","Sisymbrium officinale","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Sisyrinchium idahoense var. idahoense","E.P. Bicknell","","Idaho blue-eyed-grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","",NA,"Asparagales","",NA,"Iridaceae","Iridoideae","Sisyrinchieae","","","idahoense","native","S3S4","","confirmed","observed","2022-06-10","Frank Lomer","UBC","13005",NA,"2022-06-12","Andrew Simon & Frank Lomer","iNat:121538450","S. macounii, S. segetum? Sometimes retained as varieties, sometimes synonymized",81372,"VAS","Sisyrinchium idahoense var. idahoense","non-graminoid","infrataxon","concern","unknown","unknown",NA,NA,NA
"Smyrnium olusatrum","L.","","alisander","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Apiales","",NA,"Apiaceae","Apioideae","Smyrnieae","","","","exotic","unlisted","","new 2016","observed","","","","",NA,"2016-04-02","Andrew Simon","iNat:2975346","",68007,"VAS","Smyrnium olusatrum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
"Solanum americanum","Mill.","","American black nightshade","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Solanales","",NA,"Solanaceae","Solanoideae","Solaneae","","","","exotic","unlisted","","confirmed","observed","2001-08-26","Harvey Janszen","Private List Aug 26 2001","",NA,"2020-09-07","Sylvie Hawkes","iNat:62566198","",59035,"VAS","Solanum americanum","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",20.663,0.046,0.954
"Solanum nigrum","L.","","black nightshade","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Solanales","",NA,"Solanaceae","Solanoideae","Solaneae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2018-08-31","Adam Huggins","iNat:16162530","",1351686,"VAS","Solanum nigrum","non-graminoid","non-infrataxon","unknown","unknown","no_voucher",Inf,0,1
"Solanum nitidibaccatum","Bitter","","ground-cherry nightshade","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","",NA,"Solanales","",NA,"Solanaceae","Solanoideae","Solaneae","","","","exotic","unlisted","","new 2018","observed","","","","",NA,"2016-07-31","Andrew Simon","iNat:3786944","",406080,"VAS","Solanum nitidibaccatum","non-graminoid","non-infrataxon","unknown","unknown","unknown",NA,NA,NA
